'FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
10.159,1.172,17.192,14.847,2.735,50.012,0,-7.814,4.298,28.523,30.085,-35.946,-8.596,29.304,40.635,-35.165,24.225,30.085,-16.41,6.642,-63.687,42.198,40.635
11.722,-3.907,14.847,15.629,9.377,43.37,-6.252,-6.642,6.642,26.96,28.132,-28.132,-12.894,22.662,50.403,-28.132,20.317,24.225,-14.066,5.861,-70.33,37.118,50.403
10.159,-12.112,12.894,19.927,11.722,31.258,-7.424,-4.298,10.159,26.178,21.88,-21.88,-13.284,10.159,60.171,-20.317,20.708,17.192,-12.112,2.344,-57.827,21.49,60.171
4.689,-9.377,7.814,21.88,8.987,23.053,-3.516,-2.735,9.768,24.615,16.801,-32.43,-13.284,-3.126,70.33,-34.774,23.053,11.722,-7.033,-6.642,-34.774,1.954,70.33
-5.861,-16.801,8.205,37.118,-1.172,6.252,-0.391,18.755,1.954,29.304,-1.563,-19.536,-26.569,29.304,53.138,-47.277,26.96,5.861,-7.424,-23.834,-3.907,26.569,53.138
-11.722,-14.066,21.88,21.88,-7.814,4.298,13.284,7.814,3.126,31.258,1.954,-33.211,-19.927,12.503,70.33,-60.171,36.728,3.516,-21.099,-31.258,33.211,-2.344,70.33
-3.907,-5.079,25.006,2.344,0.781,21.099,13.675,-17.973,17.973,32.821,10.549,-54.31,1.954,24.225,47.277,-67.595,44.933,11.331,-24.225,-19.145,17.192,25.397,47.277
1.954,-3.126,20.317,3.516,6.252,35.556,0,-18.364,23.053,27.35,16.801,-71.893,-5.079,25.006,43.37,-68.767,36.728,9.768,-19.536,-10.549,-17.582,40.635,43.37
5.861,-0.391,19.536,-2.344,12.112,44.542,-9.377,-25.397,25.397,22.662,24.225,-88.303,-9.768,15.238,50.403,-71.893,35.556,8.205,-18.755,-10.94,-25.397,30.867,50.403
14.457,-4.298,16.801,0.391,23.053,49.621,-9.768,-34.774,38.681,25.006,24.225,-85.177,5.47,6.642,46.886,-56.264,38.291,11.722,-16.02,3.907,-35.946,30.476,46.886
16.41,-9.768,15.629,4.298,27.741,42.979,-10.159,-33.602,36.728,25.788,24.225,-81.27,13.284,4.298,41.416,-53.529,35.946,8.596,-14.847,6.252,-30.085,32.821,41.416
16.02,-11.722,14.457,2.735,28.132,33.602,-13.675,-25.788,29.304,26.178,22.662,-84.005,1.172,17.582,42.198,-67.204,31.258,1.563,-13.675,-3.907,-17.192,33.993,42.198
13.284,-13.675,18.755,-7.814,28.132,27.741,-12.112,-32.821,27.741,23.443,24.225,-90.256,1.172,0.781,60.171,-76.19,25.006,4.298,-17.973,-3.516,-11.722,12.503,60.171
13.284,-14.847,8.596,0.391,24.615,22.662,-8.987,-29.695,20.708,24.615,27.741,-89.084,8.205,21.49,30.476,-76.19,17.192,9.768,-7.814,1.563,-26.569,46.496,30.476
6.642,-12.894,7.814,3.126,14.847,21.88,-7.033,-24.225,7.033,28.523,30.476,-83.614,-6.252,17.582,42.979,-71.111,12.503,13.284,-7.033,0.391,-32.039,31.258,42.979
2.344,-10.159,11.722,1.172,8.596,25.788,-5.47,-22.662,3.126,32.43,30.476,-75.018,-0.391,4.689,50.794,-64.078,14.457,16.02,-10.94,-3.516,-24.225,20.708,50.794
7.814,-5.47,13.284,-1.563,8.205,33.602,-3.126,-25.397,0.391,37.509,39.072,-74.628,-3.907,16.02,55.482,-64.86,19.145,21.49,-12.503,6.642,-44.151,23.053,55.482
8.987,-5.47,12.112,1.954,4.689,34.774,-7.424,-14.457,-7.424,35.946,37.509,-63.687,-15.238,11.722,60.171,-54.701,19.145,18.364,-11.331,7.033,-55.873,14.066,60.171
13.675,-8.987,14.847,3.126,7.424,29.304,-7.814,-5.47,-7.814,35.556,30.085,-47.668,-18.755,28.132,44.933,-44.542,17.973,14.847,-14.066,0.391,-57.045,34.383,44.933
19.536,-14.066,18.755,7.814,11.722,22.271,-3.126,1.563,-6.642,34.383,25.788,-32.039,-26.96,35.946,48.449,-35.946,22.662,13.284,-17.973,-4.689,-58.608,38.291,48.449
11.331,-17.582,17.582,27.35,5.861,4.689,-2.735,31.258,-14.066,30.867,3.126,-19.927,-36.728,59.389,20.708,-44.151,23.053,2.344,-16.801,-29.695,-21.88,54.701,20.708
8.987,-14.847,24.615,22.271,8.205,0.391,3.126,29.695,-7.814,31.258,0.391,-37.118,-38.291,48.84,36.728,-61.343,27.35,-1.172,-23.834,-42.979,5.079,29.304,36.728
22.271,-10.159,30.867,1.172,21.88,11.331,6.642,3.516,6.642,35.556,8.205,-46.886,-15.629,31.648,44.542,-56.264,40.244,1.954,-30.085,-26.178,-12.894,24.225,44.542
32.039,-5.861,19.536,-0.781,33.602,23.053,-2.344,-9.377,15.238,25.006,15.629,-40.244,10.549,-20.317,55.092,-28.523,34.774,1.172,-18.755,-3.907,-21.49,-25.788,55.092
34.383,-2.344,16.02,-8.596,34.383,29.695,-10.94,-13.675,18.364,24.225,20.708,-61.734,-3.126,-5.861,54.31,-41.807,29.695,-2.735,-15.238,-3.516,-47.668,-10.94,54.31
36.728,-1.563,12.503,-9.768,34.383,33.602,-16.801,-12.894,21.49,25.006,20.708,-67.595,-1.172,11.722,37.9,-48.059,28.523,-2.344,-11.722,-3.516,-51.575,6.642,37.9
37.9,-7.033,7.033,1.172,31.258,29.304,-12.894,-7.424,20.317,23.834,21.099,-55.482,10.159,7.424,27.741,-35.165,24.615,3.126,-6.252,7.424,-64.078,13.675,27.741
34.383,-6.642,6.252,8.987,26.178,25.788,-7.424,0,23.834,33.211,18.364,-57.045,5.47,33.211,20.708,-40.244,22.662,8.596,-5.47,5.47,-67.204,35.946,20.708
30.085,-2.344,5.47,8.596,21.49,25.397,-8.596,4.298,21.49,35.165,19.927,-55.873,3.907,34.383,30.867,-48.059,21.49,11.722,-4.689,-2.735,-53.138,27.741,30.867
27.741,-3.126,1.172,10.549,14.066,24.615,-9.377,7.424,18.755,33.993,19.927,-50.403,3.907,36.728,27.35,-44.933,15.629,16.02,-0.391,-1.563,-52.747,26.569,27.35
19.927,-5.079,0.781,15.629,7.424,20.317,-5.47,8.987,14.066,36.337,21.49,-54.701,0.391,33.211,34.383,-50.794,9.768,20.317,0,-5.861,-37.9,16.801,34.383
18.364,-7.424,0.781,6.642,5.079,18.364,-3.516,-1.563,10.94,33.602,25.397,-62.515,-4.298,11.331,51.184,-50.794,6.252,19.536,0,-6.642,-19.536,-24.225,51.184
21.49,-12.894,-1.563,1.563,6.252,19.927,-5.47,-11.331,9.768,30.085,28.132,-60.171,7.424,28.132,18.755,-46.496,1.563,21.099,2.344,3.126,-46.496,25.397,18.755
19.927,-18.755,-6.642,6.252,5.47,15.629,-7.814,-12.112,4.298,26.96,27.741,-60.562,-1.954,31.648,19.145,-49.621,-6.642,21.099,7.424,8.205,-55.873,32.039,19.145
14.847,-17.973,-17.192,10.549,1.563,7.424,-8.205,-9.377,-5.47,25.788,25.397,-61.343,-20.708,40.244,23.053,-57.045,-7.814,19.536,17.973,1.563,-62.125,37.509,23.053
11.331,-22.271,-18.364,11.722,-2.735,-3.126,-4.689,-6.252,-11.722,29.304,19.927,-48.84,-26.96,49.231,22.662,-55.873,-5.861,18.364,19.145,-2.735,-39.853,27.35,22.662
-0.391,-29.695,-16.801,27.35,-11.722,-23.053,-1.172,17.192,-14.066,27.741,-1.172,-28.523,-34.774,89.475,-11.722,-59.78,-8.205,9.768,17.582,-25.788,-6.252,67.204,-11.722
0.391,-27.741,-8.987,14.066,-9.377,-28.132,8.987,5.079,-12.503,27.35,3.126,-51.575,-39.853,70.33,17.582,-82.051,0,12.112,9.768,-31.258,16.41,25.006,17.582
7.033,-17.192,-2.344,-6.252,0.391,-19.536,12.112,-13.284,0.781,22.662,10.549,-75.8,-32.039,44.933,35.165,-91.038,1.172,14.457,3.126,-26.569,11.331,-6.252,35.165
24.615,-16.801,-3.126,-7.814,18.755,-5.861,6.252,-22.271,12.112,12.894,20.317,-51.966,-11.722,51.575,7.424,-53.138,-3.126,21.099,3.907,2.344,-48.84,38.681,7.424
35.556,-11.331,-4.689,-12.503,28.913,2.735,8.205,-33.993,22.271,13.284,28.132,-49.231,3.126,9.377,40.244,-37.118,-2.735,26.569,5.47,16.02,-67.985,0.781,40.244
37.9,0.391,-8.596,-13.675,29.304,8.596,1.563,-24.225,22.271,10.94,30.867,-51.184,-5.861,2.344,57.045,-39.072,-5.861,23.443,9.377,4.689,-67.595,-22.662,57.045
37.118,1.563,-5.079,-8.205,25.006,10.94,0.391,-12.503,25.006,11.331,25.788,-42.589,-8.987,47.668,26.178,-42.979,-5.861,21.49,5.861,-5.47,-75.409,35.556,26.178
37.509,-1.954,-2.344,-3.516,19.145,10.94,8.596,-10.549,26.569,17.973,22.662,-37.509,8.205,41.026,16.801,-35.946,-1.954,25.006,3.126,-3.126,-61.734,32.43,16.801
37.118,-1.954,0.391,-5.861,14.457,15.629,11.331,-12.503,22.271,18.364,26.96,-40.635,8.205,36.337,16.801,-34.383,0.391,25.006,0.391,0,-68.376,33.602,16.801
39.853,1.954,3.516,-8.987,17.973,21.88,3.907,-7.814,21.099,22.271,24.225,-31.648,7.424,58.999,4.298,-34.774,3.126,20.708,-2.735,-1.563,-66.032,53.919,4.298
45.324,-0.781,0,-8.205,21.88,18.755,-1.172,-3.516,20.708,25.788,17.973,-26.569,5.861,56.264,17.192,-40.244,5.079,16.02,0.781,0.391,-66.032,47.668,17.192
48.449,0.781,-3.907,-11.722,25.397,17.582,-4.689,-5.47,16.801,24.615,19.536,-41.026,-3.516,50.403,31.258,-56.654,3.907,10.549,4.689,3.126,-66.422,29.304,31.258
52.357,1.563,-8.205,-21.099,31.258,17.192,-11.722,-12.894,24.225,19.145,19.536,-53.138,7.424,23.443,44.151,-64.469,0.391,8.205,8.987,7.033,-59.389,3.126,44.151
57.045,-5.861,-17.192,-17.582,34.383,7.814,-16.41,-11.331,22.662,16.801,15.629,-44.933,5.47,19.145,40.244,-54.31,-5.861,5.47,17.973,13.284,-58.999,-6.642,40.244
47.277,-13.675,-23.053,-12.112,26.178,-4.298,-20.708,-3.516,12.894,9.768,6.642,-47.277,7.814,37.9,-1.172,-60.562,-14.847,1.563,23.834,16.801,-63.297,35.556,-1.172
32.43,-16.801,-29.304,-5.47,11.331,-19.145,-20.708,8.205,1.954,8.205,-4.689,-50.403,8.205,21.88,-0.391,-74.237,-18.755,-3.126,30.085,6.642,-25.397,10.159,-0.391
17.582,-27.35,-32.43,12.894,-4.689,-42.979,-16.02,35.165,-10.159,17.973,-29.304,-16.02,-12.503,64.469,-26.96,-61.734,-19.927,-13.675,33.211,-10.549,0.781,43.37,-26.96
15.238,-26.96,-33.602,4.298,-9.377,-43.37,-17.973,29.695,-4.689,12.112,-37.9,-23.834,1.954,43.37,-23.443,-76.19,-18.364,-15.629,34.383,-8.596,-6.252,48.84,-23.443
11.331,-21.099,-29.304,-8.205,-14.847,-36.728,-12.503,16.801,-4.298,13.675,-25.788,-65.641,-10.94,39.072,-3.126,-107.839,-15.238,-19.536,30.085,-12.112,7.424,18.755,-3.126
23.053,-18.755,-34.383,-15.238,-1.563,-21.49,-25.788,3.907,7.033,6.642,-19.145,-78.144,-6.642,23.443,-7.814,-92.601,-17.582,-19.927,35.165,4.298,-15.629,1.172,-7.814
35.165,-22.271,-31.648,-19.927,10.549,-13.675,-25.006,-11.331,12.112,5.079,-7.814,-72.674,7.814,14.457,-11.722,-73.846,-16.02,-12.894,32.43,26.96,-49.621,12.112,-11.722
41.416,-27.35,-31.258,-14.066,16.41,-11.722,-22.662,-14.457,10.159,5.861,-0.391,-66.813,23.053,-16.02,1.563,-60.171,-15.629,-10.549,32.039,39.853,-49.231,-19.145,1.563
39.853,-25.397,-31.258,-8.596,15.629,-12.503,-26.178,-2.735,7.424,7.814,-6.252,-60.562,5.079,12.503,-13.284,-56.654,-16.02,-14.066,32.039,26.96,-51.575,1.563,-13.284
42.198,-22.271,-30.476,-7.424,12.894,-12.112,-23.443,2.735,1.563,4.689,-4.689,-51.184,-5.47,23.443,-13.675,-54.31,-16.41,-10.549,31.258,20.317,-66.422,16.41,-13.675
42.198,-23.834,-28.132,-5.47,7.814,-9.377,-13.284,-1.954,-1.954,1.954,6.252,-54.31,3.516,1.563,-3.907,-50.012,-14.066,0,28.913,28.913,-76.581,4.689,-3.907
42.589,-26.569,-27.741,-2.344,5.47,-6.642,-8.596,-5.079,-4.689,2.344,11.331,-53.529,-1.954,2.735,-6.252,-37.9,-12.503,7.033,28.523,30.085,-75.018,-2.344,-6.252
45.324,-26.178,-25.006,2.344,5.861,-5.861,-6.252,1.172,-5.47,1.172,14.457,-35.165,-2.344,-0.391,0.391,-20.708,-9.377,12.503,25.788,26.178,-60.952,-17.973,0.391
44.151,-26.569,-14.847,3.126,8.205,-1.172,-0.391,-1.563,-2.735,13.284,18.364,-38.291,-4.689,3.907,23.053,-30.867,-0.391,22.271,15.629,24.615,-84.005,8.987,23.053
51.575,-20.317,-16.41,2.344,18.364,7.033,1.563,-11.722,3.126,17.582,24.615,-48.449,0.391,-24.615,51.575,-28.132,5.861,26.569,17.192,23.834,-55.482,-50.403,51.575
55.092,-19.145,-20.708,12.894,25.006,7.814,-0.391,-5.861,6.252,22.271,26.96,-35.165,-8.205,19.536,24.615,-15.238,8.596,30.085,21.49,21.49,-75.409,3.126,24.615
53.138,-22.271,-19.927,21.88,27.35,3.126,3.126,-3.126,13.284,19.536,24.615,-22.662,9.377,12.503,21.099,-7.424,9.768,32.039,20.708,19.536,-81.27,29.304,21.099
45.324,-25.397,-24.615,28.913,22.662,-7.814,8.205,0.391,11.722,13.675,20.317,-30.867,5.47,0.391,31.258,-19.927,7.424,30.085,25.397,10.549,-33.602,-10.159,31.258
23.443,-40.244,-27.35,48.449,5.079,-41.416,12.503,27.741,-0.781,8.987,4.689,-13.675,-13.284,45.324,-0.781,-31.648,3.126,25.006,28.132,-9.768,-10.94,44.933,-0.781
13.284,-31.648,-8.987,35.946,-1.563,-38.681,23.443,24.615,1.954,19.536,3.907,-10.159,-14.847,55.873,15.238,-39.463,9.377,25.397,9.768,-18.364,-10.549,64.078,15.238
9.377,-21.88,3.126,13.284,-1.172,-28.132,33.211,1.172,9.768,27.741,9.377,-30.476,-5.079,48.84,17.192,-43.761,14.066,28.913,-2.344,-16.02,12.894,36.728,17.192
11.331,-17.582,2.735,7.814,0,-12.894,19.927,-1.172,2.735,23.053,20.708,-35.556,-24.615,19.927,46.886,-30.085,3.907,25.788,-1.954,0,-34.383,12.503,46.886
14.457,-5.079,19.536,0,5.079,2.344,20.317,0.781,11.722,24.615,27.35,-42.589,-29.304,35.165,46.105,-29.304,3.126,27.35,-18.755,-2.735,-68.376,42.589,46.105
19.536,-4.298,24.225,0,10.94,6.252,25.397,-3.907,18.755,17.973,30.867,-35.165,-14.066,6.252,50.012,-8.205,1.563,29.304,-23.443,10.159,-67.985,11.331,50.012
18.755,-10.549,30.085,1.563,9.768,1.954,25.788,1.954,15.629,8.987,30.085,-26.569,-10.549,-21.49,59.78,1.954,0.391,23.053,-29.304,14.847,-77.363,-0.391,59.78
17.192,-6.642,35.165,1.563,7.424,-0.781,20.708,18.364,13.675,5.47,23.834,-23.834,-14.457,13.284,35.556,-14.457,0.391,11.331,-34.383,-1.563,-60.171,29.304,35.556
15.238,-4.689,34.774,-3.126,4.689,0.391,18.364,18.755,11.331,4.298,21.49,-29.304,-12.503,10.94,36.728,-26.96,3.126,3.907,-33.993,-6.642,-54.31,30.867,36.728
17.973,-6.642,30.476,-3.907,3.126,0.391,16.41,17.192,7.424,2.735,19.145,-36.337,-6.252,-11.331,37.509,-25.788,3.907,0,-29.695,2.735,-51.184,1.563,37.509
22.662,-7.424,22.662,1.172,3.516,-1.563,13.284,23.834,1.954,3.516,17.582,-38.291,-13.675,-5.861,36.337,-31.648,2.344,-3.126,-21.88,2.735,-60.562,5.861,36.337
28.132,-0.781,19.536,-3.516,7.033,2.344,14.847,16.801,2.735,12.112,17.192,-41.807,-15.629,16.41,32.039,-41.807,7.033,-3.126,-18.755,-2.735,-66.422,28.132,32.039
32.43,2.735,19.145,-11.722,10.94,7.424,16.02,7.033,3.126,14.066,18.364,-52.747,-9.377,9.768,30.867,-46.886,8.987,-2.344,-18.364,3.907,-62.125,12.894,30.867
34.383,1.563,9.377,-5.079,10.159,8.596,6.642,12.894,-1.563,20.708,8.596,-55.482,-20.708,14.847,32.43,-53.138,7.424,-6.642,-8.596,5.079,-82.833,29.304,32.43
32.43,1.954,5.079,-3.907,7.424,6.642,3.516,17.192,-7.033,24.225,2.344,-48.84,-13.675,18.755,28.132,-61.343,9.377,-12.112,-4.298,-1.954,-62.515,33.211,28.132
26.569,-0.781,5.861,-1.954,2.344,0,4.298,23.053,-7.814,27.35,-6.252,-42.198,-7.424,8.596,31.258,-60.952,12.503,-14.066,-5.079,-7.033,-50.403,29.304,31.258
14.457,-5.47,-3.516,21.88,-9.768,-15.629,-1.172,55.092,-19.536,26.96,-24.225,-38.291,-27.741,31.258,23.834,-82.442,12.503,-23.443,4.298,-25.397,-27.35,43.761,23.834
6.252,-0.781,8.987,3.516,-16.801,-20.708,12.894,42.979,-19.145,28.523,-18.755,-60.952,-29.304,48.059,19.927,-108.62,17.582,-23.053,-8.205,-38.291,8.205,37.509,19.927
10.159,6.252,17.192,-12.503,-9.768,-8.596,19.145,21.099,-3.516,31.258,-13.675,-67.985,-15.629,54.701,10.549,-103.932,23.053,-13.284,-16.41,-26.178,-11.722,60.171,10.549
16.41,3.126,7.424,-13.675,-1.954,-1.172,9.377,6.642,1.563,19.536,-7.033,-59.78,-4.298,23.443,11.722,-76.19,12.894,-12.894,-6.642,1.172,-39.853,41.807,11.722
14.066,5.861,6.252,-24.225,-2.344,3.907,2.344,-2.735,1.954,10.549,-4.298,-74.628,-12.894,21.49,10.159,-84.396,3.126,-17.582,-5.47,3.516,-44.542,34.774,10.159
10.94,4.689,-1.172,-21.49,-4.689,5.079,-6.642,-2.735,0.781,3.126,-4.689,-73.065,-16.801,33.602,-3.907,-86.349,-3.907,-19.145,1.954,5.079,-47.277,51.575,-3.907
8.987,-3.907,-8.987,-10.159,-5.47,-0.781,-8.987,-0.391,-3.126,-1.563,-7.814,-60.952,-7.033,0.391,1.954,-69.548,-6.642,-20.708,9.768,17.582,-36.337,16.41,1.954
8.987,-7.814,-10.159,-9.377,-8.596,-1.954,-6.642,-3.126,-5.079,2.344,-9.768,-63.687,-8.205,21.88,-12.503,-77.363,-6.642,-23.443,10.94,15.629,-32.43,38.291,-12.503
8.205,-7.033,-12.503,-12.503,-9.377,-0.391,-12.112,-1.954,-7.424,2.344,-12.112,-65.641,-10.549,21.88,-8.987,-85.568,-6.252,-26.96,13.284,9.377,-15.238,26.96,-8.987
10.94,-8.205,-17.192,-9.768,-6.642,0.391,-17.192,-1.954,-10.159,4.689,-9.768,-63.297,-11.722,16.801,-0.781,-84.005,-6.252,-27.741,17.973,9.377,-20.317,21.099,-0.781
10.549,-12.112,-21.49,-3.907,-6.252,-0.391,-15.629,-4.298,-11.331,9.377,-8.596,-65.641,-15.238,31.258,-7.424,-84.396,-5.861,-26.569,22.271,13.284,-28.523,33.211,-7.424
16.02,-12.112,-18.755,-8.205,0,0,-12.894,-11.722,-10.549,12.503,-2.344,-64.469,-11.331,39.072,-14.847,-77.363,-3.907,-25.006,19.536,15.629,-14.066,22.662,-14.847
22.271,-14.847,-17.192,-10.94,5.47,3.516,-12.894,-18.755,-8.987,14.457,8.596,-59.78,-0.391,36.728,-11.722,-69.939,-0.391,-21.88,17.973,23.834,-33.993,38.681,-11.722
25.006,-15.629,-19.536,-8.987,5.47,6.642,-15.629,-17.973,-9.377,19.927,9.377,-61.343,0.391,28.523,-0.781,-68.767,0.391,-20.317,20.317,28.913,-34.774,21.88,-0.781
23.053,-14.847,-22.271,2.735,0.391,5.861,-16.41,-2.735,-13.675,22.662,7.814,-58.999,-2.735,52.357,-11.331,-78.926,3.126,-18.755,23.053,20.708,-27.35,44.933,-11.331
16.41,-14.066,-22.662,14.066,-10.94,5.861,-13.284,11.722,-20.708,30.476,5.861,-42.589,-4.298,50.794,1.954,-75.018,10.159,-12.894,23.443,9.768,-16.02,42.979,1.954
0.391,-16.02,-23.053,45.324,-31.258,-4.689,-8.205,50.794,-34.383,40.635,-7.424,-13.675,-18.755,66.813,5.861,-68.767,12.894,-10.94,23.834,-14.847,20.317,43.37,5.861
2.344,-11.331,-18.364,45.714,-35.165,-2.344,3.907,50.794,-36.337,48.059,-3.907,-21.88,-25.397,87.131,5.47,-81.27,24.225,-0.391,19.145,-19.536,27.741,48.449,5.47
0,-1.563,-8.205,28.523,-41.416,4.298,16.801,36.337,-36.728,53.919,13.675,-44.542,-28.913,89.475,18.755,-92.601,30.867,7.814,8.987,-19.145,21.49,45.714,18.755
16.02,0.391,-5.47,17.582,-27.741,18.755,13.675,22.271,-26.96,48.449,26.96,-28.913,-7.033,57.436,19.145,-50.403,29.695,19.927,6.252,13.675,-21.49,30.476,19.145
22.662,-2.344,-6.642,10.549,-22.271,20.708,13.675,10.94,-19.927,43.761,35.165,-30.085,5.079,40.244,19.145,-35.946,28.523,23.834,7.424,33.993,-40.635,22.271,19.145
16.02,0.391,-3.126,2.735,-26.569,19.536,6.642,16.801,-21.88,35.556,34.774,-35.556,-5.861,44.151,16.801,-42.589,21.88,17.192,3.907,26.178,-39.853,24.615,16.801
12.503,-0.391,-3.516,6.642,-26.569,11.331,0,30.476,-26.569,25.397,28.913,-27.741,-15.238,24.225,29.695,-39.072,14.066,13.284,4.298,20.317,-28.913,-0.781,29.695
9.768,-7.814,-3.907,12.894,-25.397,0.781,6.642,28.913,-26.178,23.053,23.443,-27.741,-12.503,9.768,34.383,-38.291,10.94,11.722,4.689,25.006,-19.145,-15.629,34.383
8.596,-6.252,4.298,3.126,-20.317,-0.391,9.768,21.88,-23.443,20.317,23.443,-36.337,-14.457,22.271,18.755,-41.807,7.033,10.94,-3.516,23.443,-29.304,7.033,18.755
9.768,-4.298,5.079,1.954,-13.675,-0.781,3.516,22.662,-21.099,14.066,19.536,-30.085,-18.364,18.364,18.755,-35.946,1.954,6.252,-4.298,19.927,-31.258,5.47,18.755
14.847,-6.252,3.516,1.172,-3.126,-2.344,-1.954,22.662,-16.801,11.722,12.503,-24.615,-16.41,15.629,14.066,-30.085,1.172,3.516,-2.735,20.317,-34.383,2.735,14.066
16.02,-3.907,8.205,-8.205,0.391,0.391,-3.126,15.238,-14.847,11.722,16.02,-39.072,-21.099,19.145,16.801,-40.635,3.126,1.563,-7.424,19.536,-41.807,2.735,16.801
20.317,6.252,3.126,-12.112,5.079,7.033,-5.47,10.159,-14.457,12.894,22.271,-42.979,-21.49,14.457,22.662,-38.681,7.033,0.391,-2.344,14.847,-46.496,-6.642,22.662
23.053,1.172,3.516,-7.424,7.424,5.861,-4.689,11.722,-17.973,13.675,21.099,-27.741,-17.192,-1.563,31.648,-23.443,9.377,-2.344,-2.735,17.973,-39.853,-27.35,31.648
15.238,1.954,12.894,-1.954,0.391,5.861,1.563,20.708,-24.225,13.675,21.49,-25.397,-24.225,3.126,35.946,-29.304,12.894,-4.298,-12.112,12.112,-32.821,-24.225,35.946
7.424,2.735,17.973,2.344,-10.159,5.079,7.424,28.132,-29.695,15.238,16.41,-24.615,-34.774,32.821,18.755,-39.463,18.364,-5.079,-17.192,0,-25.397,7.033,18.755
-1.954,-6.642,26.178,19.536,-21.099,-10.159,16.02,51.575,-37.118,14.847,-1.954,15.629,-33.211,28.132,14.847,-18.755,23.834,-11.722,-25.397,-19.145,12.503,5.861,14.847
-0.391,0.781,35.165,4.298,-20.708,0.391,20.317,41.416,-26.178,12.894,-1.563,6.642,-22.662,22.271,25.788,-33.211,31.648,-4.298,-34.383,-20.317,11.331,5.47,25.788
2.735,16.02,41.807,-21.49,-18.755,14.066,25.397,16.801,-18.364,12.503,11.722,-40.244,-24.615,32.039,25.397,-66.813,35.556,-0.391,-41.026,-24.225,12.112,1.954,25.397
10.94,20.708,30.867,-22.662,-10.159,23.053,15.238,11.722,-15.238,1.563,16.02,-45.714,-21.88,14.066,20.708,-56.654,23.443,0.391,-30.085,-12.503,-3.126,-15.629,20.708
17.192,21.099,28.913,-28.523,-2.344,27.741,15.238,-1.563,-9.768,-1.563,22.271,-37.118,-5.861,-4.298,19.536,-35.946,18.364,7.814,-28.132,9.768,-30.867,-18.755,19.536
19.927,20.708,29.304,-27.35,1.563,26.96,19.536,-5.47,-11.331,-3.126,27.35,-33.211,-3.126,-10.159,15.238,-22.271,13.675,11.331,-28.523,19.145,-40.635,-21.099,15.238
13.675,19.536,21.49,-19.536,-1.172,17.582,11.722,5.861,-18.755,-7.424,21.49,-22.271,-19.145,7.033,5.861,-21.88,5.47,2.735,-20.708,7.814,-42.589,-3.516,5.861
12.503,20.317,18.364,-20.708,0.781,12.894,8.596,8.987,-20.317,-7.033,18.364,-19.536,-23.834,5.079,17.582,-28.523,5.47,0.391,-17.582,0,-35.165,-9.377,17.582
16.801,21.88,12.894,-25.397,4.689,14.847,10.159,-3.516,-14.066,-0.781,22.271,-35.946,-19.536,-4.298,32.821,-37.9,7.814,0.781,-12.112,4.689,-46.105,-20.317,32.821
21.099,20.317,1.563,-24.225,8.596,13.284,5.079,-8.596,-11.722,-2.735,20.317,-41.026,-19.927,-3.516,26.178,-38.681,5.47,-3.907,-0.781,7.424,-50.012,-20.317,26.178
23.443,17.582,-3.516,-21.88,10.159,10.159,-2.344,-1.954,-10.159,-5.861,12.112,-30.476,-18.364,-4.298,22.271,-34.774,2.344,-10.94,4.298,3.126,-46.105,-17.192,22.271
24.615,18.755,-7.814,-26.96,10.94,8.205,-2.735,-7.814,-5.861,-9.377,9.377,-34.774,-16.801,-3.126,16.41,-37.9,0.391,-13.284,8.596,5.079,-49.231,-16.801,16.41
25.006,19.145,-9.768,-28.132,11.722,8.205,-4.689,-9.768,-5.079,-18.755,11.722,-40.244,-21.49,-3.907,11.722,-39.463,-5.47,-15.238,10.549,6.642,-55.873,-16.02,11.722
23.834,12.112,-18.364,-20.317,10.549,3.126,-12.503,-4.298,-4.298,-31.258,8.596,-22.662,-22.662,-10.159,5.47,-23.443,-11.722,-20.708,19.145,8.596,-62.125,-14.457,5.47
25.006,5.861,-23.834,-12.503,9.377,-1.954,-14.066,0.391,-3.516,-34.383,1.172,-6.642,-18.364,-22.662,7.424,-9.768,-12.503,-21.49,24.615,9.377,-64.469,-17.582,7.424
19.145,4.298,-26.569,-5.079,0.391,-4.689,-12.112,8.987,-8.205,-35.556,-3.126,-8.987,-26.569,-18.364,7.033,-19.536,-9.768,-22.271,27.35,-1.563,-49.231,-19.927,7.033
10.549,-2.735,-30.085,19.536,-12.894,-22.271,-8.596,41.026,-19.536,-35.165,-18.755,11.722,-37.509,-5.861,0.781,-21.099,-5.861,-23.443,30.867,-23.834,-21.099,-8.205,0.781
12.112,7.814,-22.662,10.94,-13.675,-12.112,-2.735,37.118,-19.536,-23.053,-18.755,14.847,-29.695,1.172,3.516,-21.88,6.642,-19.536,23.443,-31.258,-1.954,-12.503,3.516
17.973,18.755,-13.284,-5.079,-7.424,1.172,7.033,16.801,-15.238,-13.284,-2.344,-2.344,-17.582,2.735,5.861,-25.006,19.145,-13.675,14.066,-30.476,-1.563,-11.722,5.861
