'FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
16.41,-14.847,-7.424,-22.271,-1.563,-9.768,-7.814,-8.205,-8.596,-5.861,-9.377,0.781,-7.424,-18.364,-35.946,38.681,-23.834,5.861,8.205,23.053,-40.244,-20.708,-35.946
7.814,-17.973,-8.205,-12.112,-13.675,-16.02,-3.516,3.126,-21.88,-7.033,-15.629,-7.033,-16.41,-14.457,-39.853,18.755,-22.271,4.298,8.987,14.847,-23.053,-12.894,-39.853
8.205,-20.317,-13.675,13.675,-16.801,-26.178,-7.814,39.072,-35.556,-2.344,-31.648,15.629,-23.053,-1.954,-42.589,14.847,-18.364,4.298,14.457,-5.079,5.079,-6.642,-42.589
0.391,-12.503,-8.987,10.549,-24.615,-25.788,7.424,33.211,-41.807,10.549,-24.615,15.629,-21.49,11.722,-33.993,3.516,-6.642,6.642,9.768,-21.49,30.867,-0.391,-33.993
2.344,-9.768,0.391,-5.861,-29.695,-14.457,16.801,14.847,-48.059,17.192,-6.252,2.344,-21.49,8.205,-20.317,0.391,1.563,15.238,0.391,-10.549,14.847,-5.079,-20.317
14.066,-7.033,-4.298,-1.172,-19.536,2.735,3.126,14.066,-52.747,13.675,11.722,0.781,-31.648,0.781,-6.252,11.331,-2.735,20.317,5.079,7.424,-23.834,-11.722,-6.252
23.834,0.781,-5.079,-7.424,-10.549,14.847,-0.781,8.596,-56.264,12.894,23.834,-6.252,-38.681,2.735,1.954,7.814,-4.298,28.132,5.861,7.814,-33.602,-14.847,1.954
41.416,-3.907,-0.781,-6.642,0.391,20.708,0.781,6.642,-49.621,10.549,30.476,9.768,-21.88,-10.94,6.642,27.741,-4.689,38.291,1.563,27.741,-49.621,-21.49,6.642
48.84,-8.205,-0.391,5.861,4.689,25.006,-0.781,15.238,-28.913,5.079,28.523,23.443,5.079,-16.02,-0.781,39.853,-4.298,42.979,1.172,39.072,-40.244,-24.225,-0.781
35.946,1.172,-3.126,4.689,-5.079,24.225,1.563,16.41,-12.894,-2.735,19.927,18.755,12.112,-6.252,-5.47,22.662,-3.907,39.463,3.907,15.629,-14.457,-19.145,-5.47
19.145,9.377,4.298,-5.861,-21.49,24.225,8.205,15.238,4.689,-7.033,17.582,13.284,19.927,-0.781,-3.516,12.894,-1.172,37.509,-3.516,10.159,-17.192,-16.02,-3.516
20.317,4.689,2.344,-0.781,-21.49,22.271,7.033,18.364,9.768,-11.331,16.02,9.768,27.35,-10.159,-10.549,17.973,-1.563,34.383,-1.563,27.35,-28.913,-21.099,-10.549
24.225,12.894,-9.377,1.954,-15.238,19.536,3.516,22.271,15.238,-13.284,13.284,11.331,27.741,-8.987,-10.549,19.145,-2.344,28.523,10.159,18.755,-36.728,-16.02,-10.549
31.258,19.145,5.47,-8.596,-6.252,21.49,7.814,23.443,14.066,-9.768,16.801,12.894,26.178,-8.205,-1.172,18.364,1.954,30.476,-4.689,14.457,-40.244,-11.331,-1.172
46.105,22.271,4.689,-9.768,9.768,26.178,8.205,19.536,10.94,-4.689,23.834,8.596,25.397,-16.02,8.987,20.708,4.689,36.728,-3.907,23.053,-54.701,-15.238,8.987
47.668,30.085,1.172,-2.735,16.02,28.132,5.861,25.006,9.768,-2.735,24.615,10.94,18.755,-13.675,19.145,19.536,5.47,38.681,-0.391,14.066,-63.297,-7.033,19.145
37.118,33.211,10.94,2.735,13.284,24.225,10.159,36.337,5.47,0.781,24.225,24.615,10.549,-8.205,32.039,21.49,7.033,39.853,-10.159,-1.172,-48.059,-0.391,32.039
35.556,25.788,10.94,10.94,12.894,13.284,15.238,41.416,-5.079,4.689,19.145,38.291,2.344,-5.861,35.556,25.397,12.894,37.9,-10.159,-7.033,-35.165,3.907,35.556
19.145,15.629,12.112,35.946,0.391,-1.954,16.02,69.939,-10.94,6.642,1.563,46.886,-7.424,17.582,30.476,3.516,17.973,30.476,-11.331,-30.867,5.861,19.145,30.476
2.344,18.755,22.271,24.615,-10.549,-5.861,27.741,57.827,-3.907,11.722,7.424,21.099,-2.344,33.602,30.476,-25.397,26.178,27.35,-21.49,-47.277,45.714,18.755,30.476
8.596,17.582,26.569,3.516,-2.344,0.781,32.821,26.569,0.391,14.457,17.973,16.02,10.94,21.49,32.821,-16.02,33.211,31.648,-25.788,-27.741,39.463,7.814,32.821
19.927,16.801,25.788,0,12.503,10.549,23.443,15.238,3.907,9.768,28.132,25.788,22.662,-1.954,32.43,14.847,24.225,32.039,-25.006,-0.391,0.391,1.563,32.43
10.94,26.96,25.788,-4.298,11.331,16.801,19.927,9.377,-3.516,8.987,35.946,2.344,5.079,-0.391,39.072,1.172,21.099,28.913,-25.006,-1.954,-16.41,1.954,39.072
9.768,28.523,32.43,-8.596,14.457,19.536,17.973,8.205,-23.443,5.861,35.556,-2.735,-18.755,-3.907,39.463,0,19.145,25.788,-31.648,-2.735,-19.927,0.391,39.463
10.94,22.662,32.821,1.172,15.629,16.801,17.192,17.582,-23.834,4.689,31.258,10.159,-13.284,-11.722,34.774,13.284,19.536,21.88,-32.039,8.596,-35.165,4.689,34.774
-2.344,26.96,30.476,5.861,3.516,15.629,21.49,19.927,-13.284,3.516,30.476,6.642,-0.781,-7.424,31.258,4.689,20.708,15.238,-29.695,-0.781,-10.94,2.735,31.258
-8.205,24.615,26.96,-0.391,-9.377,17.582,18.755,15.629,-10.549,0.781,26.178,0,-5.861,-4.689,33.993,-6.252,18.364,8.205,-26.178,-3.907,-9.768,0.391,33.993
-3.126,23.053,15.629,-2.344,-11.722,16.41,14.847,14.066,-1.172,0.781,21.88,3.907,-0.781,-1.954,35.556,-7.424,14.066,5.47,-14.847,2.344,-29.304,3.126,35.556
-9.768,19.536,8.987,0.781,-20.708,12.112,14.847,12.894,0.391,0.781,18.364,-2.735,0.781,-0.781,26.178,-9.768,12.112,1.172,-8.205,3.907,-27.35,1.172,26.178
-3.516,19.927,14.457,-5.47,-13.284,15.238,16.41,6.252,-5.861,7.033,18.755,-12.503,-8.205,3.516,23.834,-11.331,18.755,0.391,-13.675,5.079,-32.821,1.563,23.834
12.112,24.225,17.973,-12.112,7.424,21.49,13.675,-1.954,-8.205,9.377,22.662,-7.033,-5.47,-3.907,23.053,2.735,23.834,2.344,-17.192,9.377,-45.324,0.781,23.053
13.284,26.178,18.364,-1.954,16.41,21.099,10.549,6.642,-6.642,8.987,21.099,0.391,1.172,-9.768,21.49,10.94,24.225,5.079,-17.582,2.344,-39.072,-2.735,21.49
9.377,25.788,19.536,5.47,16.801,20.708,7.033,15.238,-3.516,7.814,18.755,3.516,-1.172,-1.954,25.397,5.47,25.788,6.642,-18.755,-7.814,-27.35,0.781,25.397
12.894,20.317,20.317,5.861,21.49,13.675,5.861,18.364,-9.377,5.861,14.066,16.801,-3.907,-1.172,25.397,6.642,24.615,7.033,-19.536,-16.801,-7.033,0.391,25.397
-3.907,5.079,10.159,28.132,0.781,-10.159,5.47,42.979,-18.364,0.391,-8.987,44.933,-14.066,7.424,14.847,8.987,18.755,1.172,-9.377,-31.258,18.755,12.503,14.847
-1.563,7.424,19.145,21.88,3.516,-13.284,21.099,34.774,-16.41,2.344,-1.563,6.642,-18.755,22.662,12.112,-25.397,26.96,0,-18.364,-42.198,48.059,18.364,12.112
11.331,12.112,22.271,7.424,17.582,-0.781,20.317,16.02,-8.596,-0.391,5.861,-17.192,-16.02,14.457,11.722,-31.648,27.35,4.298,-21.49,-30.867,33.993,11.722,11.722
7.033,2.735,17.192,15.238,10.549,9.377,8.596,12.894,-4.689,-7.814,12.112,9.377,-1.172,-16.02,11.722,14.066,13.675,6.642,-16.41,0.391,-1.563,-0.781,11.722
17.582,5.47,19.927,12.503,21.88,19.536,6.642,7.424,1.172,-4.689,23.443,16.02,13.675,-28.913,16.801,34.383,8.596,12.894,-19.145,17.973,-24.615,-7.814,16.801
10.549,7.424,17.582,9.768,16.41,20.317,-0.391,10.549,-14.847,-5.079,24.225,11.331,-10.94,-20.708,20.317,26.96,0.391,11.331,-16.801,10.549,-29.695,-7.814,20.317
-2.344,3.907,8.596,14.457,3.516,10.94,-6.252,17.973,-26.96,-5.079,18.364,18.364,-25.006,-16.801,19.927,25.788,-7.033,8.205,-7.814,7.424,-35.556,-5.079,19.927
-3.907,5.861,6.642,17.582,1.954,4.689,0.391,19.145,-28.913,-1.563,17.192,18.755,-14.847,-21.88,15.629,25.788,-5.47,10.549,-5.861,5.079,-27.741,-4.298,15.629
-1.563,6.642,2.344,12.894,4.689,2.735,0.391,11.722,-19.927,-5.079,18.755,7.424,-3.126,-27.741,11.722,19.927,-4.298,7.033,-1.563,1.172,-18.755,-8.987,11.722
2.735,3.907,3.126,10.94,10.94,10.159,-10.159,9.768,-5.47,-11.722,12.503,15.238,1.954,-27.741,13.284,22.662,-6.642,4.298,-2.344,2.735,-27.35,-5.47,13.284
11.722,-0.391,1.563,10.94,16.02,9.377,-13.675,11.722,-5.47,-13.675,8.205,21.49,2.344,-32.821,17.973,22.271,-6.252,3.126,-0.781,5.079,-32.821,-6.252,17.973
20.317,-0.781,3.907,3.516,22.662,13.284,-12.112,3.126,-6.252,-12.112,8.987,5.47,-2.735,-30.476,21.099,8.596,-1.563,1.954,-3.126,9.377,-35.556,-10.549,21.099
24.225,3.516,5.861,-1.954,28.913,24.225,-14.457,-5.861,-3.907,-9.768,10.94,-0.781,-1.954,-32.43,24.615,5.47,1.954,0,-5.079,7.424,-32.43,-14.066,24.615
31.258,1.172,1.172,4.689,30.476,28.132,-16.41,-1.563,-6.642,-12.112,6.252,16.02,7.033,-47.668,23.053,20.317,4.298,-3.516,-0.391,11.722,-32.821,-19.927,23.053
24.615,3.126,3.907,8.596,21.49,25.006,-10.549,5.079,-8.596,-11.331,0.391,15.238,8.987,-51.575,22.271,14.066,7.814,-6.642,-3.126,-1.172,-14.847,-23.834,22.271
17.973,10.159,7.033,8.596,16.801,20.317,-6.252,12.503,-1.563,-12.112,-5.47,13.675,7.424,-39.072,21.88,1.954,12.112,-10.159,-6.252,-19.927,1.172,-20.317,21.88
12.503,3.516,5.079,24.225,9.768,0.391,-2.735,38.291,-3.907,-14.457,-26.178,59.389,2.344,-30.476,16.41,24.225,10.549,-17.973,-4.298,-38.291,15.629,-7.424,16.41
16.41,4.689,12.503,12.503,14.457,-10.159,10.159,30.867,1.954,-7.424,-22.662,46.886,-0.391,-13.675,22.271,8.987,16.41,-17.973,-11.722,-46.496,24.225,-3.516,22.271
21.49,17.192,14.847,-10.549,25.006,0.781,10.159,5.47,9.377,-5.47,-6.642,4.298,-6.642,-5.47,30.476,-17.973,20.317,-18.364,-14.066,-41.026,6.642,-9.768,30.476
24.615,16.801,8.205,-9.377,32.039,11.331,-1.954,-1.172,10.159,-10.549,1.563,4.298,-6.252,-17.192,32.43,-2.735,12.112,-19.145,-7.424,-25.006,-18.755,-15.629,32.43
36.728,15.238,12.112,-18.755,44.151,17.973,-3.126,-13.675,14.847,-10.94,9.768,12.503,7.033,-38.291,38.291,17.973,11.331,-17.192,-11.331,-2.735,-42.589,-26.569,38.291
30.867,9.377,20.708,-23.443,42.198,15.629,-0.781,-19.927,10.549,-16.801,13.284,15.629,12.894,-58.999,39.853,28.523,6.252,-16.41,-19.927,9.768,-45.324,-36.728,39.853
3.516,16.801,28.132,-17.973,19.145,11.331,4.689,-5.079,6.642,-20.317,9.768,16.41,0.391,-51.966,44.933,18.364,3.126,-16.02,-27.35,-13.284,-30.085,-30.085,44.933
0.391,21.099,33.211,-16.801,14.457,5.079,15.629,1.563,2.344,-19.536,8.205,12.503,-8.205,-46.886,51.575,5.861,3.907,-12.503,-32.43,-27.35,-19.927,-23.443,51.575
4.689,21.88,37.118,-17.582,15.629,5.861,27.35,-3.126,-0.781,-16.02,14.847,-2.344,-1.954,-50.012,50.012,-3.126,8.205,-7.033,-36.337,-21.49,-9.768,-27.35,50.012
0.391,25.788,37.509,-16.801,10.549,13.284,25.788,-3.907,-7.033,-12.894,17.192,-6.252,-2.344,-49.621,42.589,-0.391,8.596,-5.079,-36.728,-19.536,-10.94,-23.053,42.589
3.516,26.569,28.913,-16.02,10.94,15.629,18.364,-2.735,-12.503,-8.205,13.675,-2.344,-3.516,-42.589,40.244,-4.689,10.549,-9.377,-28.132,-20.708,-6.642,-14.457,40.244
5.079,27.741,28.132,-28.913,12.894,13.675,17.973,-13.284,-16.41,-5.47,16.02,-12.503,-8.205,-37.509,42.198,-15.238,13.675,-12.503,-27.35,-18.755,-10.159,-9.768,42.198
1.563,33.993,26.96,-32.43,15.238,13.675,14.847,-15.629,-2.735,-5.47,22.271,-30.085,-1.954,-31.258,41.807,-24.615,14.066,-13.284,-26.178,-16.801,-12.112,-10.549,41.807
-5.47,31.648,28.523,-23.053,11.722,9.768,10.94,-1.563,-3.907,-7.424,23.443,-10.159,-10.159,-33.993,52.747,-8.205,10.94,-14.847,-27.741,-20.317,-12.112,-9.377,52.747
-9.377,25.006,28.132,-10.159,11.331,2.735,7.424,11.722,4.298,-10.159,16.801,8.205,-5.079,-30.085,47.668,6.252,10.159,-15.238,-27.35,-22.271,-0.391,-8.205,47.668
-17.582,23.443,33.602,-3.907,8.205,-3.516,9.377,20.708,14.847,-11.722,10.159,0.781,1.563,-14.847,32.43,-4.689,12.503,-14.847,-32.821,-31.648,25.397,-5.861,32.43
-34.383,10.159,33.211,19.927,-3.907,-23.834,7.424,50.794,-3.907,-9.768,-10.549,25.006,-18.755,0.781,25.788,-9.377,12.503,-16.41,-32.43,-51.184,59.78,3.907,25.788
-32.821,11.331,37.118,12.894,-1.172,-24.225,10.94,42.589,-5.861,-3.907,-10.549,19.145,-19.145,14.066,24.225,-20.317,19.536,-16.801,-36.337,-58.608,74.237,10.549,24.225
-27.741,20.317,34.774,-14.457,0.781,-14.066,16.801,8.205,10.159,-0.391,4.298,-7.424,4.689,10.159,20.708,-29.695,25.006,-10.94,-33.993,-49.621,65.25,5.079,20.708
-11.722,20.708,21.49,-14.066,12.894,-1.563,1.563,3.126,4.689,-9.377,12.503,-25.006,-5.079,-6.642,22.662,-27.741,10.159,-9.377,-20.708,-32.43,28.132,-1.954,22.662
-6.252,20.708,10.94,-19.145,12.894,6.642,-7.033,-6.252,7.814,-16.02,17.192,-39.463,-4.689,-15.629,19.145,-29.304,2.735,-6.642,-10.159,-23.053,12.112,-7.814,19.145
1.563,14.457,3.516,-16.02,16.801,7.424,-9.377,-10.94,12.503,-19.536,19.536,-25.006,12.503,-33.211,17.192,-8.987,-3.907,-0.781,-2.735,-3.126,0,-13.675,17.192
16.41,10.549,-1.563,-7.033,33.211,0.391,-11.722,-3.516,7.814,-20.317,16.02,-10.94,14.457,-38.291,13.675,1.172,-10.549,1.954,2.344,5.079,-0.781,-13.284,13.675
9.768,6.252,0.391,0.391,26.178,-6.252,-12.503,8.987,-2.344,-16.41,12.503,-8.205,-2.735,-20.708,19.145,-12.112,-12.503,0.391,0.391,-7.424,11.722,-4.298,19.145
1.954,11.331,1.172,-4.689,17.582,-8.987,-8.987,10.159,4.689,-7.033,15.238,-8.987,4.298,-8.596,26.178,-17.973,-13.675,4.689,-0.391,-12.503,6.642,2.344,26.178
0.391,7.814,-2.344,-2.344,15.238,-15.629,-8.205,11.331,0.391,-5.079,17.192,-12.503,8.205,-12.503,15.238,-11.722,-22.271,9.377,3.126,-1.954,2.735,-3.907,15.238
-7.814,4.298,2.344,-0.391,5.47,-11.722,-13.284,16.801,-6.642,-3.126,17.192,-10.94,0.781,-4.298,11.331,-10.94,-30.085,11.722,-1.563,0.391,0,-2.735,11.331
-10.549,5.47,5.861,-9.377,1.563,-12.112,-13.675,15.629,-15.629,-3.907,19.145,-7.424,-0.781,-8.205,8.987,-9.377,-35.946,13.284,-5.079,0.781,2.344,-5.079,8.987
1.172,5.079,0,-15.629,14.066,-7.814,-17.192,1.172,-25.397,-8.987,25.397,-12.894,-0.781,-15.238,10.159,-16.801,-39.853,14.457,0.781,12.112,3.516,-14.847,10.159
-0.781,0.391,-5.861,-9.377,9.377,-7.033,-21.88,2.735,-30.867,-16.41,21.88,-12.894,-7.814,-16.02,6.642,-22.662,-43.37,9.768,6.642,14.066,3.516,-16.41,6.642
-6.642,-3.907,-8.596,-3.126,2.344,-12.894,-19.927,7.424,-31.648,-22.271,15.238,-3.126,-6.642,-15.238,1.954,-23.053,-44.151,5.079,9.377,5.47,23.443,-16.41,1.954
0.391,-8.596,-9.768,3.907,10.94,-20.708,-14.457,9.768,-22.271,-26.569,5.861,8.596,6.642,-17.192,-5.079,-18.755,-42.979,3.516,10.549,0.391,42.589,-15.238,-5.079
-33.211,-23.053,-10.549,26.178,-23.053,-45.324,-10.159,37.118,-26.178,-33.993,-17.973,12.894,-12.503,-5.079,-13.284,-35.165,-49.231,-4.689,11.331,-18.364,66.032,-6.642,-13.284
-41.416,-16.801,9.768,14.847,-27.35,-50.012,5.079,38.681,-16.02,-27.741,-15.238,-6.642,-10.94,10.549,-7.424,-60.171,-43.761,-4.689,-8.987,-33.602,82.051,2.344,-7.424
-35.165,-13.675,17.192,0.391,-21.88,-41.026,7.424,23.053,-6.642,-30.085,-5.079,-2.344,5.079,-8.596,-2.344,-39.853,-42.198,-1.172,-16.41,-12.894,58.999,-4.689,-2.344
-25.397,-18.755,13.284,1.563,-14.847,-32.43,0.391,16.801,0.781,-36.337,1.563,8.987,20.317,-32.821,0,-12.503,-52.357,-3.516,-12.503,15.238,25.006,-16.801,0
-15.629,-7.814,20.708,1.954,-2.344,-18.755,0.391,19.927,2.735,-33.211,8.987,-2.735,10.94,-21.49,6.252,-19.927,-53.138,-3.907,-19.927,13.284,15.629,-15.629,6.252
-9.377,-5.47,16.41,6.642,1.172,-9.377,-3.126,19.536,-2.344,-33.211,10.94,1.172,3.907,-21.88,9.768,-16.02,-53.919,-1.954,-15.629,13.675,10.549,-19.536,9.768
-6.252,-6.252,8.987,17.582,3.126,-5.861,-1.563,19.536,-4.298,-27.741,8.596,20.708,11.331,-29.695,12.112,1.563,-48.449,1.954,-8.205,25.006,1.172,-23.443,12.112
-6.252,-5.47,16.41,20.317,3.516,-3.907,3.516,21.49,-18.755,-21.099,8.596,25.006,0.391,-28.523,16.02,4.298,-40.244,2.344,-15.629,19.145,7.033,-19.536,16.02
-16.02,2.344,10.94,15.238,-7.033,-0.391,1.172,19.145,-36.728,-18.364,8.987,22.271,-14.847,-28.913,19.927,-1.172,-30.867,0,-10.159,7.033,10.549,-18.755,19.927
-21.49,1.563,7.424,14.847,-14.066,-1.954,-0.391,19.145,-42.589,-15.238,7.033,27.741,-17.192,-34.774,23.443,3.516,-25.006,-2.735,-6.642,7.424,5.861,-19.145,23.443
-23.053,-5.079,3.126,24.225,-13.675,-9.377,0,22.271,-56.654,-14.457,5.079,25.006,-29.695,-35.165,19.536,3.907,-23.443,-6.252,-2.344,10.159,14.066,-21.49,19.536
-22.662,-4.689,3.907,21.099,-11.331,-8.205,0.781,17.192,-42.979,-14.066,6.642,16.02,-16.801,-32.039,14.066,0,-20.708,-6.642,-3.126,8.205,26.569,-23.443,14.066
-22.662,-7.424,3.126,15.629,-8.596,-5.861,0.391,4.298,-17.582,-17.192,11.331,23.053,4.689,-37.509,19.536,10.94,-19.927,-0.781,-2.344,17.192,12.894,-22.662,19.536
-7.033,-8.596,0.391,20.708,10.159,-7.424,-1.563,4.689,-14.847,-21.099,10.94,30.476,4.298,-39.072,20.708,18.364,-21.49,4.689,0.391,21.88,2.735,-21.88,20.708
3.907,-5.861,6.642,26.96,23.443,-8.987,0.391,17.973,-16.801,-21.88,8.596,34.774,-3.126,-33.993,23.053,17.582,-19.927,8.596,-5.861,10.159,7.424,-17.582,23.053
-31.648,-7.424,13.675,25.006,-12.112,-17.192,6.642,22.662,-20.317,-17.582,3.907,49.621,-8.987,-26.569,26.96,22.271,-15.629,10.549,-12.894,-7.033,22.662,-10.549,26.96
-41.026,-9.377,15.629,44.542,-23.053,-32.43,12.112,53.529,-42.198,-9.768,-14.066,80.488,-30.085,-10.549,23.053,29.304,-14.847,7.424,-14.847,-28.913,46.496,1.172,23.053
-48.059,-3.126,18.755,40.244,-32.821,-32.039,22.271,50.794,-51.966,-3.516,-9.377,51.184,-39.463,5.861,16.801,0.781,-9.768,9.377,-17.973,-40.635,67.985,5.861,16.801
-56.654,7.814,20.317,18.364,-43.761,-19.536,27.741,26.96,-42.589,-0.391,2.735,16.41,-34.383,15.629,15.629,-23.053,-5.079,16.801,-19.536,-37.509,61.734,7.033,15.629
-28.523,9.377,16.02,14.066,-18.755,-3.516,17.192,17.582,-40.244,-7.424,11.722,37.509,-18.364,-10.94,9.768,20.317,-12.112,24.225,-15.238,-4.689,16.02,-4.298,9.768
3.516,7.424,12.112,8.596,6.642,8.596,11.331,5.47,-37.509,-13.284,19.927,38.681,-8.987,-27.35,3.126,40.635,-12.503,27.741,-11.331,18.755,-9.377,-13.284,3.126
8.205,9.377,11.722,5.079,10.94,14.457,4.298,5.079,-30.085,-19.536,20.317,24.615,-16.801,-24.225,6.642,29.304,-12.503,23.834,-10.94,11.331,-16.801,-14.066,6.642
-3.516,7.033,9.377,10.159,1.954,11.722,-3.907,14.066,-20.708,-21.88,13.675,30.867,-13.284,-25.397,8.205,30.867,-10.159,17.973,-8.596,3.516,-12.112,-16.02,8.205
-3.126,-0.781,7.424,14.847,1.563,6.642,-3.516,13.675,-18.755,-21.099,11.331,30.476,-7.424,-28.913,5.47,32.039,-5.47,16.41,-6.642,10.159,-6.642,-18.364,5.47
-23.834,-1.954,11.331,19.536,-14.847,6.252,-0.781,14.066,3.516,-19.927,16.41,23.834,12.112,-27.35,13.675,23.834,-2.344,17.582,-10.549,5.47,4.298,-15.629,13.675
-30.867,-3.516,7.814,19.536,-21.099,7.033,-7.424,14.457,15.629,-21.88,10.159,28.132,20.317,-22.271,15.238,18.364,-1.563,14.066,-7.033,3.907,8.205,-11.331,15.238
-10.549,-2.735,3.126,16.02,-5.47,6.252,-9.377,14.457,16.02,-21.099,4.689,30.085,22.271,-21.49,16.41,11.722,0.391,10.549,-2.344,4.689,2.735,-8.205,16.41
-3.126,-1.954,5.47,9.768,1.954,6.252,-6.642,9.377,14.457,-21.49,5.861,9.768,18.364,-17.192,12.112,-5.079,2.735,7.424,-4.689,3.907,6.642,-8.596,12.112
0.781,-2.735,-0.391,-0.391,5.079,8.987,-13.675,-3.516,7.424,-23.053,6.642,-0.391,12.894,-20.317,7.424,-9.768,0.391,3.516,1.172,10.159,-1.563,-12.894,7.424
15.238,-8.596,-4.689,0,16.02,8.596,-19.927,-2.735,-14.066,-25.006,1.563,11.722,3.516,-34.383,-0.781,4.689,-5.079,2.344,5.47,18.755,-10.549,-17.582,-0.781
-16.41,-15.238,-1.563,3.907,-17.192,1.563,-15.629,1.563,-38.681,-24.225,-0.781,10.159,-15.238,-32.821,-5.079,-1.172,-9.768,5.079,2.344,10.549,7.033,-20.708,-5.079
-22.271,-14.847,-0.391,9.768,-26.96,0.391,-10.94,9.377,-47.277,-22.271,-3.907,6.642,-27.35,-21.49,-3.126,-16.41,-5.47,7.424,1.172,0.391,19.927,-18.364,-3.126
-25.397,-20.317,1.563,30.085,-36.337,-10.549,-3.516,36.728,-44.151,-18.364,-20.708,51.966,-23.053,-9.377,0,0.391,1.172,3.907,-0.781,-14.457,33.993,-7.424,0
-31.648,-13.284,17.582,24.225,-41.026,-11.722,14.847,34.383,-34.383,-10.94,-8.987,41.416,-16.41,5.079,11.331,-15.238,16.41,8.596,-16.801,-26.569,58.217,-4.689,11.331
-29.304,-0.781,17.973,9.768,-35.556,1.172,16.41,14.847,-18.364,-10.549,3.907,1.954,-13.284,11.722,19.927,-43.37,23.053,13.284,-17.192,-20.708,42.589,-4.689,19.927
-16.41,0.781,5.079,14.457,-22.662,14.066,4.298,8.205,-9.377,-16.41,9.768,0,-7.814,-3.907,24.615,-30.867,13.284,15.629,-4.298,-7.814,11.722,-4.689,24.615
-7.424,1.954,3.907,9.768,-13.675,25.397,3.907,-7.033,-11.722,-17.192,14.457,5.47,1.172,-26.569,19.536,-5.47,11.722,23.834,-3.126,8.596,5.079,-12.894,19.536
-6.252,-2.344,-1.172,9.768,-12.894,30.085,0.391,-17.582,-12.894,-19.536,13.284,7.424,7.814,-42.979,13.284,8.205,9.377,25.006,1.954,23.053,-5.079,-14.457,13.284
2.344,-5.079,-10.549,17.582,-7.033,27.741,-5.079,-9.768,-3.907,-21.099,5.861,12.894,5.079,-33.211,14.847,6.252,8.596,18.364,11.331,10.549,-3.907,-5.861,14.847
0.781,-3.126,-10.549,14.847,-5.079,22.271,-5.47,-8.987,-2.344,-16.801,2.344,14.847,0.781,-21.88,13.675,2.735,13.675,14.847,11.331,0.781,7.033,-3.516,13.675
-12.894,-9.377,-13.675,14.066,-12.894,14.847,-8.205,-15.629,-3.126,-11.331,5.47,5.47,5.079,-21.49,13.675,-0.781,18.364,12.503,14.457,10.94,6.642,-7.814,13.675
-3.907,-12.112,-22.662,15.238,0,10.94,-16.02,-17.973,-6.252,-7.033,5.079,6.642,1.954,-19.145,14.847,-0.781,16.02,9.377,23.443,13.675,4.689,-10.159,14.847
0.391,-16.41,-20.317,14.066,8.987,4.298,-22.271,-13.675,-13.675,-6.252,1.563,15.629,-7.424,-11.722,18.755,-3.516,12.112,7.814,21.099,9.377,13.675,-7.814,18.755
-2.735,-19.536,-17.582,10.94,7.424,0.781,-19.536,-17.973,-20.708,-2.344,6.252,7.814,-11.722,-8.987,26.96,-15.629,10.94,11.722,18.364,12.894,16.41,-7.424,26.96
-16.801,-16.801,-22.271,4.298,-4.689,2.735,-19.145,-31.258,-18.364,-1.563,15.238,-8.596,-10.94,-6.252,30.085,-28.132,8.596,13.284,23.053,13.284,12.894,-6.252,30.085
-12.112,-18.364,-27.741,3.907,0,1.954,-21.49,-34.774,-12.894,-4.298,13.284,-0.781,-5.47,-9.768,28.523,-19.536,6.252,12.112,28.523,13.284,7.814,-2.344,28.523
-21.88,-20.708,-29.304,7.424,-8.205,-1.172,-21.49,-33.993,-6.642,-4.689,7.033,11.331,3.516,-14.457,20.708,-3.516,7.424,11.722,30.085,10.94,13.284,-0.391,20.708
-21.88,-19.145,-30.085,11.331,-7.814,-5.079,-16.02,-31.648,-2.344,-3.907,-1.563,1.954,1.954,-7.424,10.159,-12.894,12.503,9.377,30.867,0.781,28.913,2.735,10.159
-35.165,-27.741,-34.774,28.913,-21.49,-23.834,-14.066,-8.987,-1.954,-8.596,-27.35,21.099,-8.596,3.516,-1.172,-12.894,12.894,3.516,35.556,-19.927,56.264,12.894,-1.172
-25.788,-25.397,-22.662,22.662,-13.284,-23.834,-3.516,-10.549,1.954,-7.033,-28.913,24.225,-5.861,5.861,0.781,-12.503,17.582,3.126,23.443,-28.132,72.283,14.847,0.781
-21.88,-14.847,-12.112,3.907,-12.894,-9.377,6.252,-29.304,9.768,-3.126,-14.847,6.642,4.298,5.079,6.252,-18.755,22.662,10.159,12.894,-21.49,61.343,14.847,6.252
-12.112,-6.642,-17.973,3.126,-4.298,8.596,-3.907,-33.993,16.41,-7.424,-5.47,-5.47,0.781,1.172,12.503,-19.145,12.503,13.284,18.755,-10.549,25.006,14.066,12.503
10.549,2.344,-16.41,-5.861,13.284,19.927,-7.814,-34.774,10.159,-3.516,0.391,-16.02,-8.205,4.298,17.192,-24.615,8.596,18.364,17.192,-7.033,0.391,12.894,17.192
